packet_id	packet_time	src	dst	proto	length	info
29	2020-03-21 23:47:16	59.110.140.210	192.168.1.10	Https	78	Ether / IP / TCP 59.110.140.210:https > 192.168.1.10:14329 PA / Raw
30	2020-03-21 23:47:16	192.168.1.10	14.215.177.38	Https	66	Ether / IP / TCP 192.168.1.10:11090 > 14.215.177.38:https S
31	2020-03-21 23:47:16	192.168.1.10	59.110.140.210	Https	54	Ether / IP / TCP 192.168.1.10:14329 > 59.110.140.210:https A
32	2020-03-21 23:47:16	14.215.177.38	192.168.1.10	Https	66	Ether / IP / TCP 14.215.177.38:https > 192.168.1.10:11090 SA
33	2020-03-21 23:47:16	192.168.1.10	14.215.177.38	Https	54	Ether / IP / TCP 192.168.1.10:11090 > 14.215.177.38:https A
34	2020-03-21 23:47:16	192.168.1.10	14.215.177.38	Https	54	Ether / IP / TCP 192.168.1.10:11090 > 14.215.177.38:https FA
35	2020-03-21 23:47:17	192.168.1.10	222.186.150.159	TCP	66	Ether / IP / TCP 192.168.1.10:11081 > 222.186.150.159:20395 S
36	2020-03-21 23:47:17	240e:d4:2efe:200:ec81:68fb:eda9:5f2a	2404:6800:4008:800::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:ec81:68fb:eda9:5f2a:11082 > 2404:6800:4008:800::200e:https S
37	2020-03-21 23:47:17	192.168.1.10	14.215.177.38	Https	54	Ether / IP / TCP 192.168.1.10:11090 > 14.215.177.38:https FA
38	2020-03-21 23:47:17	192.168.1.10	180.163.32.152	UDP	436	Ether / IP / UDP 192.168.1.10:58856 > 180.163.32.152:8000 / Raw
