packet_id	packet_time	src	dst	proto	length	info
513	2020-03-23 13:02:22	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12441 > 2404:6800:4012::200e:https S
514	2020-03-23 13:02:22	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
515	2020-03-23 13:02:22	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
516	2020-03-23 13:02:22	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12442 > 172.217.24.14:https S
517	2020-03-23 13:02:22	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
518	2020-03-23 13:02:22	fe80::1	fe80::bd54:c78a:25f1:695	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 9c:d2:4b:38:91:c1
519	2020-03-23 13:02:22	fe80::bd54:c78a:25f1:695	fe80::1	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address b4:6b:fc:17:92:60
520	2020-03-23 13:02:22	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
521	2020-03-23 13:02:22	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12443 > 172.217.24.14:https S
522	2020-03-23 13:02:22	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
523	2020-03-23 13:02:23	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
524	2020-03-23 13:02:23	fe80::bd54:c78a:25f1:695	fe80::1	DNS	90	Ether / IPv6 / UDP / DNS Qry "b'github.com.'" 
525	2020-03-23 13:02:23	fe80::bd54:c78a:25f1:695	fe80::1	DNS	90	Ether / IPv6 / UDP / DNS Qry "b'github.com.'" 
526	2020-03-23 13:02:23	fe80::1	fe80::bd54:c78a:25f1:695	DNS	574	Ether / IPv6 / UDP / DNS Ans "52.74.223.119" 
527	2020-03-23 13:02:23	fe80::1	fe80::bd54:c78a:25f1:695	DNS	155	Ether / IPv6 / UDP / DNS Ans 
528	2020-03-23 13:02:23	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https S
529	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	66	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 S
530	2020-03-23 13:02:23	183.3.225.78	192.168.1.8	TCP	66	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 SA
531	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	54	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 A
532	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	556	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 PA / Raw
533	2020-03-23 13:02:23	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12483 > 14.215.177.39:https FA
534	2020-03-23 13:02:23	183.3.225.78	192.168.1.8	TCP	54	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 A
535	2020-03-23 13:02:23	183.3.225.78	192.168.1.8	TCP	74	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 PA / Raw
536	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	54	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 A
537	2020-03-23 13:02:23	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
538	2020-03-23 13:02:23	192.168.1.8	140.82.112.5	Https	94	Ether / IP / TCP 192.168.1.8:12470 > 140.82.112.5:https PA / Raw
539	2020-03-23 13:02:23	192.168.1.8	140.82.112.5	Https	94	Ether / IP / TCP 192.168.1.8:12470 > 140.82.112.5:https PA / Raw
540	2020-03-23 13:02:23	192.168.1.8	140.82.112.5	Https	54	Ether / IP / TCP 192.168.1.8:12470 > 140.82.112.5:https FA
541	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	1414	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 A / Raw
542	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	546	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 PA / Raw
543	2020-03-23 13:02:23	183.3.225.78	192.168.1.8	TCP	54	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 A
544	2020-03-23 13:02:23	183.3.225.78	192.168.1.8	TCP	74	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 PA / Raw
545	2020-03-23 13:02:23	192.168.1.8	183.3.225.78	TCP	54	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 A
546	2020-03-23 13:02:24	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
547	2020-03-23 13:02:24	140.82.112.5	192.168.1.8	Https	54	Ether / IP / TCP 140.82.112.5:https > 192.168.1.8:12470 A
548	2020-03-23 13:02:24	140.82.112.5	192.168.1.8	Https	54	Ether / IP / TCP 140.82.112.5:https > 192.168.1.8:12470 A
549	2020-03-23 13:02:24	140.82.112.5	192.168.1.8	Https	78	Ether / IP / TCP 140.82.112.5:https > 192.168.1.8:12470 PA / Raw
550	2020-03-23 13:02:24	140.82.112.5	192.168.1.8	Https	54	Ether / IP / TCP 140.82.112.5:https > 192.168.1.8:12470 FA
551	2020-03-23 13:02:24	192.168.1.8	140.82.112.5	Https	54	Ether / IP / TCP 192.168.1.8:12470 > 140.82.112.5:https RA
552	2020-03-23 13:02:24	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https S
553	2020-03-23 13:02:24	52.74.223.119	192.168.1.8	Https	66	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 SA
554	2020-03-23 13:02:24	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
555	2020-03-23 13:02:24	192.168.1.8	52.74.223.119	Https	571	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
556	2020-03-23 13:02:24	52.74.223.119	192.168.1.8	Https	1490	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 A / Raw
557	2020-03-23 13:02:24	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
558	2020-03-23 13:02:24	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
559	2020-03-23 13:02:24	192.168.1.8	183.3.225.78	TCP	54	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 FA
560	2020-03-23 13:02:24	52.74.223.119	192.168.1.8	Https	1490	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 A / Raw
561	2020-03-23 13:02:24	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
562	2020-03-23 13:02:24	183.3.225.78	192.168.1.8	TCP	54	Ether / IP / TCP 183.3.225.78:36688 > 192.168.1.8:12489 FA
563	2020-03-23 13:02:24	192.168.1.8	183.3.225.78	TCP	54	Ether / IP / TCP 192.168.1.8:12489 > 183.3.225.78:36688 A
564	2020-03-23 13:02:25	52.74.223.119	192.168.1.8	Https	818	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
565	2020-03-23 13:02:25	192.168.1.8	52.74.223.119	Https	118	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
566	2020-03-23 13:02:25	192.168.1.8	52.74.223.119	Https	265	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
567	2020-03-23 13:02:25	52.74.223.119	192.168.1.8	Https	133	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
568	2020-03-23 13:02:25	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
569	2020-03-23 13:02:25	52.74.223.119	192.168.1.8	Https	133	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
570	2020-03-23 13:02:25	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
571	2020-03-23 13:02:25	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12483 > 14.215.177.39:https FA
572	2020-03-23 13:02:25	52.74.223.119	192.168.1.8	Https	326	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
573	2020-03-23 13:02:25	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
574	2020-03-23 13:02:25	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
575	2020-03-23 13:02:26	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2401:c900:1001:163::4	Https	98	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 > 2401:c900:1001:163::4:https PA / Raw
576	2020-03-23 13:02:26	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
577	2020-03-23 13:02:27	2401:c900:1001:163::4	240e:d4:2efe:200:c1e4:29e:10f8:4eb	Https	98	Ether / IPv6 / TCP 2401:c900:1001:163::4:https > 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 PA / Raw
578	2020-03-23 13:02:27	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2401:c900:1001:163::4	Https	74	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 > 2401:c900:1001:163::4:https A
579	2020-03-23 13:02:27	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12398 > 154.8.190.35:https RA
580	2020-03-23 13:02:27	192.168.1.8	52.74.223.119	Https	356	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
581	2020-03-23 13:02:27	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 A
582	2020-03-23 13:02:27	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
583	2020-03-23 13:02:28	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12500 > 172.217.24.14:https S
584	2020-03-23 13:02:28	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12501 > 172.217.24.14:https S
585	2020-03-23 13:02:28	178.128.83.14	192.168.1.8	Http	54	Ether / IP / TCP 178.128.83.14:http > 192.168.1.8:11325 A
586	2020-03-23 13:02:28	192.168.1.8	178.128.83.14	Http	54	Ether / IP / TCP 192.168.1.8:11325 > 178.128.83.14:http A
587	2020-03-23 13:02:28	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12502 > 2404:6800:4012::200e:https S
588	2020-03-23 13:02:28	52.74.223.119	192.168.1.8	Https	467	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
589	2020-03-23 13:02:28	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
590	2020-03-23 13:02:28	52.74.223.119	192.168.1.8	Https	80	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
591	2020-03-23 13:02:28	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
592	2020-03-23 13:02:28	192.168.1.8	239.255.255.250	UDP	694	Ether / IP / UDP 192.168.1.8:57096 > 239.255.255.250:ws_discovery / Raw
593	2020-03-23 13:02:28	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12503 > 2404:6800:4012::200e:https S
594	2020-03-23 13:02:28	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
595	2020-03-23 13:02:28	192.168.1.8	140.143.213.113	Https	66	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https S
596	2020-03-23 13:02:28	140.143.213.113	192.168.1.8	Https	66	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 SA
597	2020-03-23 13:02:28	192.168.1.8	140.143.213.113	Https	54	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https A
598	2020-03-23 13:02:29	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
599	2020-03-23 13:02:29	52.74.223.119	192.168.1.8	Https	249	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
600	2020-03-23 13:02:29	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
601	2020-03-23 13:02:29	192.168.1.8	52.74.223.119	Https	1102	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https PA / Raw
602	2020-03-23 13:02:29	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12500 > 172.217.24.14:https S
603	2020-03-23 13:02:29	52.74.223.119	192.168.1.8	Https	54	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 A
604	2020-03-23 13:02:29	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
605	2020-03-23 13:02:29	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12501 > 172.217.24.14:https S
606	2020-03-23 13:02:29	192.168.1.8	140.143.213.113	Https	390	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https PA / Raw
607	2020-03-23 13:02:29	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12502 > 2404:6800:4012::200e:https S
608	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	54	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 A
609	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	1486	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 A / Raw
610	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	1486	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 A / Raw
611	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	749	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 PA / Raw
612	2020-03-23 13:02:29	192.168.1.8	140.143.213.113	Https	54	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https A
613	2020-03-23 13:02:29	192.168.1.8	140.143.213.113	Https	180	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https PA / Raw
614	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	328	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 PA / Raw
615	2020-03-23 13:02:29	192.168.1.8	140.143.213.113	Https	479	Ether / IP / TCP 192.168.1.8:12504 > 140.143.213.113:https PA / Raw
616	2020-03-23 13:02:29	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
617	2020-03-23 13:02:29	fe80::1	fe80::bd54:c78a:25f1:695	DNS	175	Ether / IPv6 / UDP / DNS Ans 
618	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https S
619	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 SA
620	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https A
621	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https PA / Raw
622	2020-03-23 13:02:29	140.143.213.113	192.168.1.8	Https	54	Ether / IP / TCP 140.143.213.113:https > 192.168.1.8:12504 A
623	2020-03-23 13:02:29	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12503 > 2404:6800:4012::200e:https S
624	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 A
625	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 A / Raw
626	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 A / Raw
627	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 PA / Raw
628	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https A
629	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https PA / Raw
630	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	328	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 PA / Raw
631	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	1494	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https A / Raw
632	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	198	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https PA / Raw
633	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 A
634	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	352	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 PA / Raw
635	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	88	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 PA / Raw
636	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https A
637	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https FA
638	2020-03-23 13:02:29	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12511 FA
639	2020-03-23 13:02:29	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12511 > 154.8.190.35:https A
640	2020-03-23 13:02:29	fe80::bd54:c78a:25f1:695	ff02::c	UDP	714	Ether / IPv6 / UDP fe80::bd54:c78a:25f1:695:57097 > ff02::c:ws_discovery / Raw
641	2020-03-23 13:02:30	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
642	2020-03-23 13:02:30	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12463 > 14.215.177.39:https RA
643	2020-03-23 13:02:30	52.74.223.119	192.168.1.8	Https	112	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
644	2020-03-23 13:02:30	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
645	2020-03-23 13:02:30	52.74.223.119	192.168.1.8	Https	419	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
646	2020-03-23 13:02:30	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
647	2020-03-23 13:02:30	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12483 > 14.215.177.39:https FA
648	2020-03-23 13:02:30	52.74.223.119	192.168.1.8	Https	414	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
649	2020-03-23 13:02:30	192.168.1.8	52.74.223.119	Https	66	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
650	2020-03-23 13:02:30	52.74.223.119	192.168.1.8	Https	80	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
651	2020-03-23 13:02:30	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
652	2020-03-23 13:02:31	192.168.1.8	59.37.96.250	Http	1199	Ether / IP / TCP / HTTP / 'POST' '/q.cgi' 'HTTP/1.1' / Raw
653	2020-03-23 13:02:31	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12500 > 172.217.24.14:https S
654	2020-03-23 13:02:31	192.168.1.8	14.215.177.39	Https	66	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https S
655	2020-03-23 13:02:31	14.215.177.39	192.168.1.8	Https	66	Ether / IP / TCP 14.215.177.39:https > 192.168.1.8:12512 SA
656	2020-03-23 13:02:31	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https A
657	2020-03-23 13:02:31	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https FA
658	2020-03-23 13:02:31	192.168.1.8	172.217.24.14	Https	66	Ether / IP / TCP 192.168.1.8:12501 > 172.217.24.14:https S
659	2020-03-23 13:02:31	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12502 > 2404:6800:4012::200e:https S
660	2020-03-23 13:02:31	192.168.1.8	14.215.177.39	Https	54	Ether / IP / TCP 192.168.1.8:12512 > 14.215.177.39:https FA
661	2020-03-23 13:02:31	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2404:6800:4012::200e	Https	86	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:12503 > 2404:6800:4012::200e:https S
662	2020-03-23 13:02:31	fe80::bd54:c78a:25f1:695	fe80::1	DNS	102	Ether / IPv6 / UDP / DNS Qry "b'analytics.yinxiang.com.'" 
663	2020-03-23 13:02:31	fe80::1	fe80::bd54:c78a:25f1:695	DNS	175	Ether / IPv6 / UDP / DNS Ans 
664	2020-03-23 13:02:31	192.168.1.8	154.8.190.35	Https	66	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https S
665	2020-03-23 13:02:31	192.168.1.8	183.3.225.79	TCP	54	Ether / IP / TCP 192.168.1.8:12417 > 183.3.225.79:36688 FA
666	2020-03-23 13:02:31	183.3.225.79	192.168.1.8	TCP	54	Ether / IP / TCP 183.3.225.79:36688 > 192.168.1.8:12417 FA
667	2020-03-23 13:02:31	192.168.1.8	183.3.225.79	TCP	54	Ether / IP / TCP 192.168.1.8:12417 > 183.3.225.79:36688 A
668	2020-03-23 13:02:31	154.8.190.35	192.168.1.8	Https	66	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 SA
669	2020-03-23 13:02:31	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https A
670	2020-03-23 13:02:31	192.168.1.8	154.8.190.35	Https	237	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https PA / Raw
671	2020-03-23 13:02:31	154.8.190.35	192.168.1.8	Https	54	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 A
672	2020-03-23 13:02:31	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 A / Raw
673	2020-03-23 13:02:31	154.8.190.35	192.168.1.8	Https	1486	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 A / Raw
674	2020-03-23 13:02:31	154.8.190.35	192.168.1.8	Https	744	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 PA / Raw
675	2020-03-23 13:02:31	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https A
676	2020-03-23 13:02:31	192.168.1.8	154.8.190.35	Https	180	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https PA / Raw
677	2020-03-23 13:02:32	154.8.190.35	192.168.1.8	Https	328	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 PA / Raw
678	2020-03-23 13:02:32	192.168.1.8	154.8.190.35	Https	1459	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https PA / Raw
679	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	80	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
680	2020-03-23 13:02:32	52.74.223.119	192.168.1.8	Https	133	Ether / IP / TCP 52.74.223.119:https > 192.168.1.8:12488 PA / Raw
681	2020-03-23 13:02:32	192.168.1.8	52.74.223.119	Https	54	Ether / IP / TCP 192.168.1.8:12488 > 52.74.223.119:https A
682	2020-03-23 13:02:32	fe80::1	240e:d4:2efe:200:c1e4:29e:10f8:4eb	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NS / ICMPv6 Neighbor Discovery Option - Source Link-Layer Address 9c:d2:4b:38:91:c1
683	2020-03-23 13:02:32	240e:d4:2efe:200:c1e4:29e:10f8:4eb	fe80::1	ICMPv6	86	Ether / IPv6 / ICMPv6ND_NA / ICMPv6 Neighbor Discovery Option - Destination Link-Layer Address b4:6b:fc:17:92:60
684	2020-03-23 13:02:32	154.8.190.35	192.168.1.8	Https	352	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 PA / Raw
685	2020-03-23 13:02:32	154.8.190.35	192.168.1.8	Https	88	Ether / IP / TCP 154.8.190.35:https > 192.168.1.8:12517 PA / Raw
686	2020-03-23 13:02:32	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https A
687	2020-03-23 13:02:32	192.168.1.8	154.8.190.35	Https	54	Ether / IP / TCP 192.168.1.8:12517 > 154.8.190.35:https FA
688	2020-03-23 13:02:32	240e:d4:2efe:200:c1e4:29e:10f8:4eb	2401:c900:1001:163::4	Https	98	Ether / IPv6 / TCP 240e:d4:2efe:200:c1e4:29e:10f8:4eb:10348 > 2401:c900:1001:163::4:https PA / Raw
